passage_id,book,model_key,model_name,s_f1,s_f2,s_f3,s_f4,i_f1,i_f2,i_f3,i_f4,delta_f1,delta_f2,delta_f3,delta_f4,efs,weight_mode
1984_018,1984,gemma,gemma3:4b,0.41205,1.0,0.369417,1.459854,0.4843,1.0,0.5981,0.529101,-0.07225,0.0,-0.228683,0.930753,-0.44539453083085184,learned
1984_019,1984,gemma,gemma3:4b,0.4883,1.0,0.63075,1.25,0.0386,1.0,0.43165,0.680272,0.4497,0.0,0.1991,0.569728,0.7622224329919721,learned
1984_020,1984,gemma,gemma3:4b,0.34795,1.0,0.372029,0.632911,0.36345,1.0,0.63452,0.0,-0.0155,0.0,-0.262491,0.632911,-0.6102279385835867,learned
1984_021,1984,gemma,gemma3:4b,0.4531,1.0,0.225125,1.169591,0.3953,1.0,0.38028,0.546448,0.0578,0.0,-0.155155,0.623143,-0.29341514987016193,learned
1984_022,1984,gemma,gemma3:4b,0.2761,1.0,0.280629,0.694444,0.072,1.0,0.43525,0.632911,0.2041,0.0,-0.154621,0.061533,-0.41353338826586383,learned
1984_023,1984,gemma,gemma3:4b,0.4359,1.0,0.37002,0.0,0.3953,1.0,0.34956,1.086957,0.0406,0.0,0.02046,-1.086957,-0.20057803597522655,learned
1984_024,1984,gemma,gemma3:4b,0.0147,1.0,0.363529,0.0,0.42955,1.0,0.49736,1.5625,-0.41485,0.0,-0.133831,-1.5625,-0.810341471569304,learned
1984_025,1984,gemma,gemma3:4b,0.377,1.0,0.1961,2.312139,0.10115,1.0,0.466175,2.040816,0.27585,0.0,-0.270075,0.271323,-0.6906579832850366,learned
1984_026,1984,gemma,gemma3:4b,0.2294,1.0,0.17078,2.5,0.4826,1.0,0.5007,0.0,-0.2532,0.0,-0.32992,2.5,-0.37644887143388694,learned
1984_027,1984,gemma,gemma3:4b,0.4221,1.0,0.3628,0.0,0.4837,1.0,0.60866,1.092896,-0.0616,0.0,-0.24586,-1.092896,-0.9859242466083973,learned
1984_028,1984,gemma,gemma3:4b,0.2427,1.0,0.514233,1.360544,0.41065,1.0,0.32034,1.169591,-0.16795,0.0,0.193893,0.190953,0.592610360101292,learned
1984_029,1984,gemma,gemma3:4b,0.29735,1.0,0.3478,0.666667,0.44005,1.0,0.63648,0.537634,-0.1427,0.0,-0.28868,0.129033,-0.8215935017087803,learned
1984_030,1984,gemma,gemma3:4b,0.4638,1.0,0.3258,1.242236,0.05945,1.0,0.46295,0.649351,0.40435,0.0,-0.13715,0.592885,-0.2134287535099582,learned
1984_031,1984,gemma,gemma3:4b,0.48315,1.0,0.273244,1.273885,0.3548,1.0,0.5896,1.111111,0.12835,0.0,-0.316356,0.162774,-0.8663781774085302,learned
1984_032,1984,gemma,gemma3:4b,0.42865,1.0,0.313367,0.574713,0.40185,1.0,0.4357,1.785714,0.0268,0.0,-0.122333,-1.211001,-0.6468793915066635,learned
1984_033,1984,gemma,gemma3:4b,0.0497,1.0,0.322337,1.724138,0.4613,1.0,0.344425,0.0,-0.4116,0.0,-0.022088,1.724138,0.3131613458174102,learned
1984_034,1984,gemma,gemma3:4b,0.46085,1.0,0.288325,3.184713,0.45545,1.0,0.4451,0.714286,0.0054,0.0,-0.156775,2.470427,0.1454404636634163,learned
1984_035,1984,gemma,gemma3:4b,0.4637,1.0,0.7326,0.0,0.47655,1.0,0.63116,0.588235,-0.01285,0.0,0.10144,-0.588235,0.1504182603082449,learned
1984_036,1984,gemma,gemma3:4b,0.07655,1.0,0.201283,1.273885,0.37895,1.0,0.3072,0.75188,-0.3024,0.0,-0.105917,0.522005,-0.21139058965235802,learned
1984_037,1984,gemma,gemma3:4b,0.30515,1.0,0.427157,3.75,0.4478,1.0,0.5253,0.578035,-0.14265,0.0,-0.098143,3.171965,0.47123916645878966,learned
1984_038,1984,gemma,gemma3:4b,0.1628,1.0,0.465817,1.818182,0.32985,1.0,0.39704,0.526316,-0.16705,0.0,0.068777,1.291866,0.49678530330440684,learned
1984_039,1984,gemma,gemma3:4b,0.2418,1.0,0.19589,1.438849,0.48285,1.0,0.52054,1.183432,-0.24105,0.0,-0.32465,0.255417,-0.9053092763645592,learned
1984_040,1984,gemma,gemma3:4b,0.2495,1.0,0.492283,2.906977,0.45685,1.0,0.48398,0.531915,-0.20735,0.0,0.008303,2.375062,0.58025267213072,learned
1984_041,1984,gemma,gemma3:4b,0.288,1.0,0.36742,2.531646,0.28595,1.0,0.54204,0.0,0.00205,0.0,-0.17462,2.531646,0.10814325212193354,learned
1984_042,1984,gemma,gemma3:4b,0.2294,1.0,0.299229,0.657895,0.45975,1.0,0.42394,1.111111,-0.23035,0.0,-0.124711,-0.453216,-0.49565827275059837,learned
1984_043,1984,gemma,gemma3:4b,0.46585,1.0,0.268864,1.169591,0.28595,1.0,0.38118,0.0,0.1799,0.0,-0.112316,1.169591,-0.02385883015536222,learned
1984_044,1984,gemma,gemma3:4b,0.47525,1.0,0.26716,0.609756,0.30935,1.0,0.3977,0.0,0.1659,0.0,-0.13054,0.609756,-0.21423957600335086,learned
1984_045,1984,gemma,gemma3:4b,0.2954,1.0,0.21908,1.587302,0.45005,1.0,0.4191,2.150538,-0.15465,0.0,-0.20002,-0.563236,-0.7334843579513327,learned
1984_046,1984,gemma,gemma3:4b,0.409,1.0,0.155987,2.197802,0.36245,1.0,0.33186,1.069519,0.04655,0.0,-0.175873,1.128283,-0.23199078768354897,learned
1984_047,1984,gemma,gemma3:4b,0.45905,1.0,0.359314,3.184713,0.09505,1.0,0.1053,0.636943,0.364,0.0,0.254014,2.54777,1.3936952184969846,learned
1984_048,1984,gemma,gemma3:4b,0.19945,1.0,0.072536,1.176471,0.0258,1.0,0.32754,0.632911,0.17365,0.0,-0.255004,0.54356,-0.5910663282935722,learned
1984_049,1984,gemma,gemma3:4b,0.4125,1.0,0.29622,1.630435,0.2748,1.0,0.29554,0.574713,0.1377,0.0,0.00068,1.055722,0.27242116115663784,learned
animal_farm_000,animal_farm,gemma,gemma3:4b,0.3633,1.0,0.302467,1.351351,0.35885,1.0,0.24068,1.630435,0.00445,0.0,0.061787,-0.279084,0.11210750077782909,learned
animal_farm_001,animal_farm,gemma,gemma3:4b,0.41815,1.0,0.23958,1.851852,0.4503,1.0,0.5154,0.0,-0.03215,0.0,-0.27582,1.851852,-0.35444521603221235,learned
animal_farm_002,animal_farm,gemma,gemma3:4b,0.2998,1.0,0.25226,0.662252,0.42335,1.0,0.559325,0.0,-0.12355,0.0,-0.307065,0.662252,-0.7434960454112554,learned
animal_farm_003,animal_farm,gemma,gemma3:4b,0.40965,1.0,0.402725,1.156069,0.1909,1.0,0.57772,1.069519,0.21875,0.0,-0.174995,0.08655,-0.465152970784931,learned
animal_farm_004,animal_farm,gemma,gemma3:4b,0.4589,1.0,0.292843,1.986755,0.47165,1.0,0.61808,1.058201,-0.01275,0.0,-0.325237,0.928554,-0.7203694454666101,learned
animal_farm_005,animal_farm,gemma,gemma3:4b,0.45765,1.0,0.226278,0.632911,0.443,1.0,0.51204,1.840491,0.01465,0.0,-0.285762,-1.20758,-1.1219826325913358,learned
animal_farm_006,animal_farm,gemma,gemma3:4b,0.4716,1.0,0.374914,1.142857,0.3982,1.0,0.45986,0.625,0.0734,0.0,-0.084946,0.517857,-0.1134871606922852,learned
animal_farm_007,animal_farm,gemma,gemma3:4b,0.13085,1.0,0.57775,0.621118,0.45055,1.0,0.40236,0.549451,-0.3197,0.0,0.17539,0.071667,0.49453722678266837,learned
animal_farm_008,animal_farm,gemma,gemma3:4b,0.20095,1.0,0.1855,0.729927,0.05135,1.0,0.32362,1.075269,0.1496,0.0,-0.13812,-0.345342,-0.469978016658816,learned
animal_farm_009,animal_farm,gemma,gemma3:4b,0.4341,1.0,0.2049,0.606061,0.20865,1.0,0.41238,1.492537,0.22545,0.0,-0.20748,-0.886476,-0.7952626601710387,learned
animal_farm_010,animal_farm,gemma,gemma3:4b,0.4612,1.0,0.36578,2.531646,0.3825,1.0,0.41342,0.552486,0.0787,0.0,-0.04764,1.97916,0.3504824604926434,learned
animal_farm_011,animal_farm,gemma,gemma3:4b,0.2284,1.0,0.17428,2.040816,0.05135,1.0,0.56995,0.724638,0.17705,0.0,-0.39567,1.316178,-0.8115763437890411,learned
animal_farm_012,animal_farm,gemma,gemma3:4b,0.49335,1.0,0.380943,0.0,0.47625,1.0,0.41368,0.549451,0.0171,0.0,-0.032737,-0.549451,-0.2268683993447565,learned
animal_farm_013,animal_farm,gemma,gemma3:4b,0.4734,1.0,0.46387,0.689655,0.4883,1.0,0.59922,0.558659,-0.0149,0.0,-0.13535,0.130996,-0.36282268579823934,learned
animal_farm_014,animal_farm,gemma,gemma3:4b,0.46585,1.0,0.468175,2.112676,0.4604,1.0,0.4146,1.226994,0.00545,0.0,0.053575,0.885682,0.3713743668006254,learned
animal_farm_015,animal_farm,gemma,gemma3:4b,0.4217,1.0,0.4105,1.459854,0.3172,1.0,0.51116,0.531915,0.1045,0.0,-0.10066,0.927939,-0.05634332206989193,learned
animal_farm_016,animal_farm,gemma,gemma3:4b,0.0386,1.0,0.239917,0.60241,0.4417,1.0,0.613025,2.027027,-0.4031,0.0,-0.373108,-1.424617,-1.47066890564361,learned
animal_farm_017,animal_farm,gemma,gemma3:4b,0.38075,1.0,0.257522,1.724138,0.4231,1.0,0.3484,2.298851,-0.04235,0.0,-0.090878,-0.574713,-0.4078976643927341,learned
animal_farm_018,animal_farm,gemma,gemma3:4b,0.23835,1.0,0.175975,0.662252,0.27115,1.0,0.32382,0.526316,-0.0328,0.0,-0.147845,0.135936,-0.39972599153857513,learned
animal_farm_019,animal_farm,gemma,gemma3:4b,0.35885,1.0,0.403087,0.0,0.443,1.0,0.6623,0.0,-0.08415,0.0,-0.259213,0.0,-0.7614346395802136,learned
animal_farm_020,animal_farm,gemma,gemma3:4b,0.3592,1.0,0.2949,0.598802,0.43445,1.0,0.3208,0.0,-0.07525,0.0,-0.0259,0.598802,0.06265958948357796,learned
animal_farm_021,animal_farm,gemma,gemma3:4b,0.46855,1.0,0.294,1.360544,0.24695,1.0,0.4103,0.584795,0.2216,0.0,-0.1163,0.775749,-0.12691173813052758,learned
animal_farm_022,animal_farm,gemma,gemma3:4b,0.4583,1.0,0.112707,0.0,0.45845,1.0,0.55145,0.0,-0.00015,0.0,-0.438743,0.0,-1.2744152275561618,learned
animal_farm_023,animal_farm,gemma,gemma3:4b,0.34915,1.0,0.203444,1.388889,0.4471,1.0,0.47336,0.520833,-0.09795,0.0,-0.269916,0.868056,-0.5829953483585812,learned
animal_farm_024,animal_farm,gemma,gemma3:4b,0.4746,1.0,0.439433,2.040816,0.37235,1.0,0.46632,1.020408,0.10225,0.0,-0.026887,1.020408,0.18018323189783994,learned
animal_farm_025,animal_farm,gemma,gemma3:4b,0.1806,1.0,0.093975,1.829268,0.0386,1.0,0.46388,0.0,0.142,0.0,-0.369905,1.829268,-0.6156093169150691,learned
animal_farm_026,animal_farm,gemma,gemma3:4b,0.3951,1.0,0.319533,2.424242,0.36755,1.0,0.31736,1.212121,0.02755,0.0,0.002173,1.212121,0.3036227672216851,learned
animal_farm_027,animal_farm,gemma,gemma3:4b,0.3548,1.0,0.26227,0.0,0.08895,1.0,0.41782,0.526316,0.26585,0.0,-0.15555,-0.526316,-0.55282575719014,learned
animal_farm_028,animal_farm,gemma,gemma3:4b,0.2353,1.0,0.189912,1.041667,0.468,1.0,0.537925,0.0,-0.2327,0.0,-0.348013,1.041667,-0.7812808895559789,learned
animal_farm_029,animal_farm,gemma,gemma3:4b,0.418,1.0,0.3908,1.212121,0.47795,1.0,0.46506,0.546448,-0.05995,0.0,-0.07426,0.665673,-0.060014309118762516,learned
animal_farm_030,animal_farm,gemma,gemma3:4b,0.19695,1.0,0.188825,0.606061,0.4063,1.0,0.50088,0.990099,-0.20935,0.0,-0.312055,-0.384038,-1.0208967983709074,learned
animal_farm_031,animal_farm,gemma,gemma3:4b,0.1909,0.0,0.3818,0.0,0.1872,1.0,0.39922,0.571429,0.0037,-1.0,-0.01742,-0.571429,-0.18907287599843348,learned
animal_farm_032,animal_farm,gemma,gemma3:4b,0.2981,1.0,0.259343,0.0,0.4907,1.0,0.70976,0.917431,-0.1926,0.0,-0.450417,-0.917431,-1.5507036683241613,learned
animal_farm_033,animal_farm,gemma,gemma3:4b,0.1911,1.0,0.478689,2.409639,0.473,1.0,0.50236,1.058201,-0.2819,0.0,-0.023671,1.351438,0.2311174889521779,learned
animal_farm_034,animal_farm,gemma,gemma3:4b,0.28945,1.0,0.401767,0.0,0.36345,1.0,0.52258,0.549451,-0.074,0.0,-0.120813,-0.549451,-0.49191064541013685,learned
animal_farm_035,animal_farm,gemma,gemma3:4b,0.17635,1.0,0.127155,0.0,0.47115,1.0,0.5569,1.234568,-0.2948,0.0,-0.429745,-1.234568,-1.5780511183197512,learned
animal_farm_036,animal_farm,gemma,gemma3:4b,0.4847,1.0,0.390089,0.0,0.4815,1.0,0.556,0.0,0.0032,0.0,-0.165911,0.0,-0.48159179831716853,learned
animal_farm_037,animal_farm,gemma,gemma3:4b,0.31845,1.0,0.43964,0.60241,0.4843,1.0,0.63532,0.0,-0.16585,0.0,-0.19568,0.60241,-0.43877790972881764,learned
animal_farm_038,animal_farm,gemma,gemma3:4b,0.4211,1.0,0.3572,0.595238,0.4946,1.0,0.73404,0.546448,-0.0735,0.0,-0.37684,0.04879,-1.0901693029795851,learned
animal_farm_039,animal_farm,gemma,gemma3:4b,0.34965,1.0,0.35226,0.558659,0.3163,1.0,0.37058,0.555556,0.03335,0.0,-0.01832,0.003103,-0.04908736294596379,learned
animal_farm_040,animal_farm,gemma,gemma3:4b,0.4902,1.0,0.49825,0.584795,0.48005,1.0,0.4781,1.197605,0.01015,0.0,0.02015,-0.61281,-0.08934745856713668,learned
animal_farm_041,animal_farm,gemma,gemma3:4b,0.20155,1.0,0.40464,1.923077,0.0,1.0,0.26402,0.0,0.20155,0.0,0.14062,1.923077,0.8961083978055046,learned
animal_farm_042,animal_farm,gemma,gemma3:4b,0.46965,1.0,0.438333,0.632911,0.2723,1.0,0.71866,1.604278,0.19735,0.0,-0.280327,-0.971367,-1.0303268994956982,learned
animal_farm_043,animal_farm,gemma,gemma3:4b,0.4762,1.0,0.49616,0.0,0.49365,1.0,0.62846,0.0,-0.01745,0.0,-0.1323,0.0,-0.38605115855358296,learned
animal_farm_044,animal_farm,gemma,gemma3:4b,0.4158,1.0,0.22798,0.0,0.2787,1.0,0.527775,0.645161,0.1371,0.0,-0.299795,-0.645161,-1.0137041651427574,learned
animal_farm_045,animal_farm,gemma,gemma3:4b,0.4603,1.0,0.276929,0.613497,0.4762,1.0,0.32512,0.0,-0.0159,0.0,-0.048191,0.613497,0.007483374322820341,learned
animal_farm_046,animal_farm,gemma,gemma3:4b,0.4683,1.0,0.23666,1.219512,0.49595,1.0,0.7342,1.648352,-0.02765,0.0,-0.49754,-0.42884,-1.5521822086153452,learned
animal_farm_047,animal_farm,gemma,gemma3:4b,0.2294,1.0,0.334571,0.0,0.49145,1.0,0.684,0.543478,-0.26205,0.0,-0.349429,-0.543478,-1.1735254792536955,learned
animal_farm_048,animal_farm,gemma,gemma3:4b,0.3592,1.0,0.328483,1.818182,0.3951,1.0,0.468775,1.398601,-0.0359,0.0,-0.140292,0.419581,-0.3091794907633045,learned
animal_farm_049,animal_farm,gemma,gemma3:4b,0.4531,1.0,0.29918,0.671141,0.418,1.0,0.38938,0.555556,0.0351,0.0,-0.0902,0.115585,-0.23036625072732198,learned
fahrenheit_000,fahrenheit,gemma,gemma3:4b,0.4662,1.0,0.30654,0.561798,0.4663,1.0,0.4745,1.030928,-0.0001,0.0,-0.16796,-0.46913,-0.6018679345995854,learned
fahrenheit_001,fahrenheit,gemma,gemma3:4b,0.4228,1.0,0.16605,1.129944,0.17385,1.0,0.500825,1.290323,0.24895,0.0,-0.334775,-0.160379,-0.9862059350791218,learned
fahrenheit_002,fahrenheit,gemma,gemma3:4b,0.44415,1.0,0.106092,1.075269,0.46565,1.0,0.52614,1.075269,-0.0215,0.0,-0.420048,0.0,-1.2222713021509095,learned
fahrenheit_003,fahrenheit,gemma,gemma3:4b,0.04425,1.0,0.242708,2.259887,0.42365,1.0,0.40822,0.0,-0.3794,0.0,-0.165512,2.259887,0.029997038830276157,learned
fahrenheit_004,fahrenheit,gemma,gemma3:4b,0.4729,1.0,0.413967,0.684932,0.33525,1.0,0.46862,1.081081,0.13765,0.0,-0.054653,-0.396149,-0.24108814496934106,learned
fahrenheit_005,fahrenheit,gemma,gemma3:4b,0.38195,1.0,0.186277,1.807229,0.47765,1.0,0.57116,0.526316,-0.0957,0.0,-0.384883,1.280913,-0.8163906984452954,learned
fahrenheit_006,fahrenheit,gemma,gemma3:4b,0.29295,1.0,0.107536,0.537634,0.3525,1.0,0.3893,0.483092,-0.05955,0.0,-0.281764,0.054542,-0.8111975268810947,learned
fahrenheit_007,fahrenheit,gemma,gemma3:4b,0.47985,1.0,0.39804,2.205882,0.2787,1.0,0.34958,0.943396,0.20115,0.0,0.04846,1.262486,0.4678616486940011,learned
fahrenheit_008,fahrenheit,gemma,gemma3:4b,0.4423,1.0,0.144028,0.515464,0.42405,1.0,0.45542,0.591716,0.01825,0.0,-0.311392,-0.076252,-0.9211711572619572,learned
fahrenheit_009,fahrenheit,gemma,gemma3:4b,0.3716,1.0,0.375525,1.183432,0.44725,1.0,0.44925,1.398601,-0.07565,0.0,-0.073725,-0.215169,-0.27407777432106173,learned
fahrenheit_010,fahrenheit,gemma,gemma3:4b,0.28235,1.0,0.4117,0.787402,0.2787,1.0,0.47672,1.273885,0.00365,0.0,-0.06502,-0.486483,-0.30669936591685276,learned
fahrenheit_011,fahrenheit,gemma,gemma3:4b,0.1174,1.0,0.4106,1.875,0.3214,1.0,0.44996,1.162791,-0.204,0.0,-0.03936,0.712209,0.038100771201531464,learned
fahrenheit_012,fahrenheit,gemma,gemma3:4b,0.4482,1.0,0.109964,0.549451,0.064,1.0,0.32704,1.587302,0.3842,0.0,-0.217076,-1.037851,-0.8438659790404771,learned
fahrenheit_013,fahrenheit,gemma,gemma3:4b,0.4781,1.0,0.411827,0.0,0.4511,1.0,0.39872,0.502513,0.027,0.0,0.013107,-0.502513,-0.08130092178642126,learned
fahrenheit_014,fahrenheit,gemma,gemma3:4b,0.42405,1.0,0.231443,0.0,0.4734,1.0,0.49044,1.04712,-0.04935,0.0,-0.258997,-1.04712,-1.0117213655180533,learned
fahrenheit_015,fahrenheit,gemma,gemma3:4b,0.46365,1.0,0.42845,1.369863,0.4879,1.0,0.5637,1.515152,-0.02425,0.0,-0.13525,-0.145289,-0.43061028807356644,learned
fahrenheit_016,fahrenheit,gemma,gemma3:4b,0.479,1.0,0.075978,1.826484,0.44895,1.0,0.527625,2.631579,0.03005,0.0,-0.451647,-0.805095,-1.5044681649066165,learned
fahrenheit_017,fahrenheit,gemma,gemma3:4b,0.2151,1.0,0.244615,1.630435,0.4893,1.0,0.58812,2.209945,-0.2742,0.0,-0.343505,-0.57951,-1.1663019446985035,learned
fahrenheit_018,fahrenheit,gemma,gemma3:4b,0.45435,1.0,0.281825,0.546448,0.43125,1.0,0.43718,0.617284,0.0231,0.0,-0.155355,-0.070836,-0.46613004526044755,learned
fahrenheit_019,fahrenheit,gemma,gemma3:4b,0.4337,1.0,0.253815,0.591716,0.47115,1.0,0.438175,1.234568,-0.03745,0.0,-0.18436,-0.642852,-0.6954924670317455,learned
fahrenheit_020,fahrenheit,gemma,gemma3:4b,0.4763,1.0,0.407267,0.0,0.27115,1.0,0.3793,1.595745,0.20515,0.0,0.027967,-1.595745,-0.2857619135795031,learned
fahrenheit_021,fahrenheit,gemma,gemma3:4b,0.24955,1.0,0.318736,1.5625,0.3816,1.0,0.3957,0.0,-0.13205,0.0,-0.076964,1.5625,0.14275545461138126,learned
fahrenheit_022,fahrenheit,gemma,gemma3:4b,0.3671,1.0,0.169571,1.449275,0.3825,1.0,0.43902,0.518135,-0.0154,0.0,-0.269449,0.93114,-0.5579637593476395,learned
fahrenheit_023,fahrenheit,gemma,gemma3:4b,0.3508,1.0,0.249633,1.234568,0.465,1.0,0.507325,0.632911,-0.1142,0.0,-0.257692,0.601657,-0.6138623645763124,learned
fahrenheit_024,fahrenheit,gemma,gemma3:4b,0.12405,1.0,0.229833,2.12766,0.47425,1.0,0.51676,1.104972,-0.3502,0.0,-0.286927,1.022688,-0.6203388856487632,learned
fahrenheit_025,fahrenheit,gemma,gemma3:4b,0.3286,1.0,0.24165,0.0,0.4201,1.0,0.46512,1.058201,-0.0915,0.0,-0.22347,-1.058201,-0.9154817878868714,learned
fahrenheit_026,fahrenheit,gemma,gemma3:4b,0.42465,1.0,0.217309,0.0,0.40685,1.0,0.45424,0.555556,0.0178,0.0,-0.236931,-0.555556,-0.8213955601728394,learned
fahrenheit_027,fahrenheit,gemma,gemma3:4b,0.4572,1.0,0.320042,3.067485,0.49115,1.0,0.65772,1.025641,-0.03395,0.0,-0.337678,2.041844,-0.48813888236881015,learned
fahrenheit_028,fahrenheit,gemma,gemma3:4b,0.0258,1.0,0.343667,2.068966,0.45805,1.0,0.58465,1.333333,-0.43225,0.0,-0.240983,0.735633,-0.5649328989351128,learned
fahrenheit_029,fahrenheit,gemma,gemma3:4b,0.17,1.0,0.34,0.990099,0.3592,1.0,0.30856,0.526316,-0.1892,0.0,0.03144,0.463783,0.1848838782544151,learned
fahrenheit_030,fahrenheit,gemma,gemma3:4b,0.4403,1.0,0.397075,0.606061,0.4118,1.0,0.40018,0.0,0.0285,0.0,-0.003105,0.606061,0.14112548010662165,learned
fahrenheit_031,fahrenheit,gemma,gemma3:4b,0.42595,1.0,0.124433,1.212121,0.05135,1.0,0.32872,1.666667,0.3746,0.0,-0.204287,-0.454546,-0.6659554781251487,learned
fahrenheit_032,fahrenheit,gemma,gemma3:4b,0.33225,1.0,0.254382,0.0,0.48645,1.0,0.614125,1.351351,-0.1542,0.0,-0.359743,-1.351351,-1.3888790509314946,learned
fahrenheit_033,fahrenheit,gemma,gemma3:4b,0.366,1.0,0.33338,0.0,0.064,1.0,0.27622,0.970874,0.302,0.0,0.05716,-0.970874,-0.03934018273692427,learned
fahrenheit_034,fahrenheit,gemma,gemma3:4b,0.27885,1.0,0.104221,2.197802,0.3911,1.0,0.471925,1.863354,-0.11225,0.0,-0.367704,0.334448,-0.9981402178691605,learned
fahrenheit_035,fahrenheit,gemma,gemma3:4b,0.3454,1.0,0.29238,0.719424,0.48315,1.0,0.6254,0.578035,-0.13775,0.0,-0.33302,0.141389,-0.9468834041837656,learned
fahrenheit_036,fahrenheit,gemma,gemma3:4b,0.49045,1.0,0.326982,1.604278,0.1806,1.0,0.26818,0.5,0.30985,0.0,0.058802,1.104278,0.47045054726695223,learned
fahrenheit_037,fahrenheit,gemma,gemma3:4b,0.44545,1.0,0.46131,0.0,0.38915,1.0,0.38218,0.512821,0.0563,0.0,0.07913,-0.512821,0.11093145907955913,learned
fahrenheit_038,fahrenheit,gemma,gemma3:4b,0.40475,1.0,0.115533,0.0,0.45405,1.0,0.36918,1.092896,-0.0493,0.0,-0.253647,-1.092896,-1.007299178461685,learned
fahrenheit_039,fahrenheit,gemma,gemma3:4b,0.4245,1.0,0.203682,0.578035,0.48415,1.0,0.64902,0.512821,-0.05965,0.0,-0.445338,0.065214,-1.2837416788392446,learned
fahrenheit_040,fahrenheit,gemma,gemma3:4b,0.47775,1.0,0.184289,2.339181,0.47725,1.0,0.53306,0.970874,0.0005,0.0,-0.348771,1.368307,-0.6805353395856468,learned
fahrenheit_041,fahrenheit,gemma,gemma3:4b,0.4231,1.0,0.193054,0.0,0.436,1.0,0.388425,1.25,-0.0129,0.0,-0.195371,-1.25,-0.8725203177967393,learned
fahrenheit_042,fahrenheit,gemma,gemma3:4b,0.42075,1.0,0.169378,0.0,0.064,1.0,0.42124,0.564972,0.35675,0.0,-0.251862,-0.564972,-0.8327812929269955,learned
fahrenheit_043,fahrenheit,gemma,gemma3:4b,0.15355,1.0,0.123146,0.0,0.49165,1.0,0.7103,1.041667,-0.3381,0.0,-0.587154,-1.041667,-1.9927774144394355,learned
fahrenheit_044,fahrenheit,gemma,gemma3:4b,0.47235,1.0,0.200978,2.068966,0.2553,1.0,0.64622,1.136364,0.21705,0.0,-0.445242,0.932602,-1.0447243983575576,learned
