passage_id,book,passage,moral_keyword_count
1984_026,1984,"The frightening thing, he reflected for the ten thousandth time as he forced his shoulders painfully backward (with hands on hips, they were gyrating their bodies from the waist, an exercise that was supposed to be good for the back muscles)— the frightening thing was that it might all be true. If the Party could thrust its hand into the past and say of this or that event, IT NEVER HAPPENED— that, surely, was more terrifying than mere torture and death? The Party said that Oceania had never been in alliance with Eurasia. He, Winston Smith, knew that Oceania had been in alliance with Eurasia as short a time as four years ago. But where did that knowledge exist? Only in his own consciousness, which in any case must soon be annihilated.",2
1984_027,1984,"When the Hate was over he returned to his cubicle, took the Newspeak dictionary from the shelf, pushed the speakwrite to one side, cleaned his spectacles, and settled down to his main job of the morning. Winston’s greatest pleasure in life was in his work. Most of it was a tedious routine, but included in it there were also jobs so difficult and intricate that you could lose yourself in them as in the depths of a mathematical problem — delicate pieces of forgery in which you had nothing to guide you except your knowledge of the principles of Ingsoc and your estimate of what the Party wanted you to say. Winston was good at this kind of thing. On occasion he had even been entrusted with the rectification of ‘The Times’ leading articles, which were written entirely in Newspeak. He unrolled the message that he had set aside earlier.",2
1984_028,1984,"What was needed was a piece of pure fantasy. Suddenly there sprang into his mind, ready made as it were, the image of a certain Comrade Ogilvy, who had recently died in battle, in heroic circumstances. There were occasions when Big Brother devoted his Order for the Day to commemorating some humble, rank-and-file Party member whose life and death he held up as an example worthy to be followed. Today he should commemorate Comrade Ogilvy. It was true that there was no such person as Comrade Ogilvy, but a few lines of print and a couple of faked photographs would soon bring him into existence.",2
1984_029,1984,"‘I wanted to ask you whether you’d got any razor blades,’ he said. ‘Not one!’ said Winston with a sort of guilty haste. ‘I’ve tried all over the place. They don’t exist any longer.’ Everyone kept asking you for razor blades. Actually he had two unused ones which he was hoarding up. There had been a famine of them for months past. At any given moment there was some necessary article which the Party shops were unable to supply. Sometimes it was buttons, sometimes it was darning wool, sometimes it was shoelaces; at present it was razor blades. You could only get hold of them, if at all, by scrounging more or less furtively on the ‘free’ market. ‘I’ve been using the same blade for six weeks,’ he added untruthfully. The queue gave another jerk forward. As they halted he turned and faced Syme again.",2
1984_030,1984,"He said things that would have been better unsaid, he had read too many books, he frequented the Chestnut Tree Cafe, haunt of painters and musicians. There was no law, not even an unwritten law, against frequenting the Chestnut Tree Cafe, yet the place was somehow ill-omened. The old, discredited leaders of the Party had been used to gather there before they were finally purged. Goldstein himself, it was said, had sometimes been seen there, years and decades ago. Syme’s fate was not difficult to foresee. And yet it was a fact that if Syme grasped, even for three seconds, the nature of his, Winston’s, secret opinions, he would betray him instantly to the Thought Police. So would anybody else, for that matter: but Syme more than most. Something in the tone of his voice seemed to add, ‘that bloody fool’.",2
1984_031,1984,"It was dangerous, but it was not a life-and-death matter. To be caught with a prostitute might mean five years in a forced-labour camp: not more, if you had committed no other offence. And it was easy enough, provided that you could avoid being caught in the act. The poorer quarters swarmed with women who were ready to sell themselves. Some could even be purchased for a bottle of gin, which the proles were not supposed to drink. Tacitly the Party was even inclined to encourage prostitution, as an outlet for instincts which could not be altogether suppressed. Mere debauchery did not matter very much, so long as it was furtive and joyless and only involved the women of a submerged and despised class. The unforgivable crime was promiscuity between Party members.",2
1984_032,1984,"But I went ahead and did it just the same. He pressed his fingers against his eyelids again. He had written it down at last, but it made no difference. The urge to shout filthy words at the top of his voice was as strong as ever. Chapter 7 ‘If there is hope,’ wrote Winston, ‘it lies in the proles.’ If there was hope, it MUST lie in the proles, because only there in those swarming disregarded masses, 85 per cent of the population of Oceania, could the force to destroy the Party ever be generated. The Party could not be overthrown from within. Its enemies, if it had any enemies, had no way of coming together or even of identifying one another. Even if the legendary Brotherhood existed, as just possibly it might, it was inconceivable that its members could ever assemble in larger numbers than twos and threes.",2
1984_033,1984,"Two bloated women, one of them with her hair coming down, had got hold of the same saucepan and were trying to tear it out of one another’s hands. For a moment they were both tugging, and then the handle came off. And yet, just for a moment, what almost frightening power had sounded in that cry from only a few hundred throats! Why was it that they could never shout like that about anything that mattered? He wrote: Until they become conscious they will never rebel, and until after they have rebelled they cannot become conscious. That, he reflected, might almost have been a transcription from one of the Party textbooks. The Party claimed, of course, to have liberated the proles from bondage.",2
1984_034,1984,"They had confessed to intelligence with the enemy (at that date, too, the enemy was Eurasia), embezzlement of public funds, the murder of various trusted Party members, intrigues against the leadership of Big Brother which had started long before the Revolution happened, and acts of sabotage causing the death of hundreds of thousands of people. After confessing to these things they had been pardoned, reinstated in the Party, and given posts which were in fact sinecures but which sounded important. All three had written long, abject articles in ‘The Times’, analysing the reasons for their defection and promising to make amends. Some time after their release Winston had actually seen all three of them in the Chestnut Tree Cafe. He remembered the sort of terrified fascination with which he had watched them out of the corner of his eye.",2
1984_035,1984,"To keep your face expressionless was not difficult, and even your breathing could be controlled, with an effort: but you could not control the beating of your heart, and the telescreen was quite delicate enough to pick it up. He let what he judged to be ten minutes go by, tormented all the while by the fear that some accident — a sudden draught blowing across his desk, for instance — would betray him. Then, without uncovering it again, he dropped the photograph into the memory hole, along with some other waste papers. Within another minute, perhaps, it would have crumbled into ashes. That was ten — eleven years ago. Today, probably, he would have kept that photograph.",2
1984_036,1984,"He was writing the diary for O’Brien — TO O’Brien: it was like an interminable letter which no one would ever read, but which was addressed to a particular person and took its colour from that fact. The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command. His heart sank as he thought of the enormous power arrayed against him, the ease with which any Party intellectual would overthrow him in debate, the subtle arguments which he would not be able to understand, much less answer. And yet he was in the right! They were wrong and he was right. The obvious, the silly, and the true had got to be defended. Truisms are true, hold on to that! The solid world exists, its laws do not change.",2
1984_037,1984,"The blue overalls of the Party could not be a common sight in a street like this. Indeed, it was unwise to be seen in such places, unless you had definite business there. The patrols might stop you if you happened to run into them. ‘May I see your papers, comrade? What time did you leave work? Is this your usual way home?’— and so on and so forth. Not that there was any rule against walking home by an unusual route: but it was enough to draw attention to you if the Thought Police heard about it. Suddenly the whole street was in commotion. There were yells of warning from all sides. People were shooting into the doorways like rabbits.",2
1984_038,1984,"He tried to think of O’Brien, for whom, or to whom, the diary was written, but instead he began thinking of the things that would happen to him after the Thought Police took him away. It would not matter if they killed you at once. To be killed was what you expected. But before death (nobody spoke of such things, yet everybody knew of them) there was the routine of confession that had to be gone through: the grovelling on the floor and screaming for mercy, the crack of broken bones, the smashed teeth and bloody clots of hair. Why did you have to endure it, since the end was always the same? Why was it not possible to cut a few days or weeks out of your life? Nobody ever escaped detection, and nobody ever failed to confess.",2
1984_039,1984,"You didn’t honestly think that?’ ‘Well, perhaps not exactly that. But from your general appearance — merely because you’re young and fresh and healthy, you understand — I thought that probably ——’ ‘You thought I was a good Party member. Banners, processions, slogans, games, community hikes all that stuff. And you thought that if I had a quarter of a chance I’d denounce you as a thought-criminal and get you killed off?’ ‘Yes, something of that kind. A great many young girls are like that, you know.’ ‘It’s this bloody thing that does it,’ she said, ripping off the scarlet sash of the Junior Anti-Sex League and flinging it on to a bough. Then, as though touching her waist had reminded her of something, she felt in the pocket of her overalls and produced a small slab of chocolate.",2
1984_040,1984,"They’re not so holy as they make out.’ His heart leapt. Scores of times she had done it: he wished it had been hundreds — thousands. Anything that hinted at corruption always filled him with a wild hope. Who knew, perhaps the Party was rotten under the surface, its cult of strenuousness and self-denial simply a sham concealing iniquity. If he could have infected the whole lot of them with leprosy or syphilis, how gladly he would have done so! Anything to rot, to weaken, to undermine! He pulled her down so that they were kneeling face to face. The more men you’ve had, the more I love you. Do you understand that?’ ‘Yes, perfectly.’ ‘I hate purity, I hate goodness! I don’t want any virtue to exist anywhere. I want everyone to be corrupt to the bones.’ ‘Well then, I ought to suit you, dear.",2
1984_041,1984,"Even if it had been less dangerous, it would still have been difficult to find time to meet. Winston’s working week was sixty hours, Julia’s was even longer, and their free days varied according to the pressure of work and did not often coincide. Julia, in any case, seldom had an evening completely free. She spent an astonishing amount of time in attending lectures and demonstrations, distributing literature for the junior Anti-Sex League, preparing banners for Hate Week, making collections for the savings campaign, and such-like activities. It paid, she said, it was camouflage. If you kept the small rules, you could break the big ones. She even induced Winston to mortgage yet another of his evenings by enrolling himself for the part-time munition work which was done voluntarily by zealous Party members.",2
1984_042,1984,"He noticed that she never used Newspeak words except the ones that had passed into everyday use. She had never heard of the Brotherhood, and refused to believe in its existence. Any kind of organized revolt against the Party, which was bound to be a failure, struck her as stupid. The clever thing was to break the rules and stay alive all the same. He wondered vaguely how many others like her there might be in the younger generation people who had grown up in the world of the Revolution, knowing nothing else, accepting the Party as something unalterable, like the sky, not rebelling against its authority but simply evading it, as a rabbit dodges a dog. They did not discuss the possibility of getting married. It was too remote to be worth thinking about.",2
1984_043,1984,"If you’re happy inside yourself, why should you get excited about Big Brother and the Three-Year Plans and the Two Minutes Hate and all the rest of their bloody rot?’ That was very true, he thought. There was a direct intimate connexion between chastity and political orthodoxy. For how could the fear, the hatred, and the lunatic credulity which the Party needed in its members be kept at the right pitch, except by bottling down some powerful instinct and using it as a driving force? The sex impulse was dangerous to the Party, and the Party had turned it to account. They had played a similar trick with the instinct of parenthood. The family could not actually be abolished, and, indeed, people were encouraged to be fond of their children, in almost the old-fashioned way.",2
1984_044,1984,"In a way she realized that she herself was doomed, that sooner or later the Thought Police would catch her and kill her, but with another part of her mind she believed that it was somehow possible to construct a secret world in which you could live as you chose. All you needed was luck and cunning and boldness. She did not understand that there was no such thing as happiness, that the only victory lay in the far future, long after you were dead, that from the moment of declaring war on the Party it was better to think of yourself as a corpse. ‘We are the dead,’ he said. ‘We’re not dead yet,’ said Julia prosaically. Six months, a year — five years, conceivably. You are young, so presumably you’re more afraid of it than I am. Obviously we shall put it off as long as we can.",2
1984_045,1984,"She believed, for instance, having learnt it at school, that the Party had invented aeroplanes. (In his own schooldays, Winston remembered, in the late fifties, it was only the helicopter that the Party claimed to have invented; a dozen years later, when Julia was at school, it was already claiming the aeroplane; one generation more, and it would be claiming the steam engine.) And when he told her that aeroplanes had been in existence before he was born and long before the Revolution, the fact struck her as totally uninteresting. After all, what did it matter who had invented aeroplanes? It was rather more of a shock to him when he discovered from some chance remark that she did not remember that Oceania, four years ago, had been at war with Eastasia and at peace with Eurasia.",2
1984_046,1984,"But one can imagine little knots of resistance springing up here and there — small groups of people banding themselves together, and gradually growing, and even leaving a few records behind, so that the next generations can carry on where we leave off.’ ‘I’m not interested in the next generation, dear. I’m interested in US.’ ‘You’re only a rebel from the waist downwards,’ he told her. She thought this brilliantly witty and flung her arms round him in delight. In the ramifications of party doctrine she had not the faintest interest. Whenever he began to talk of the principles of Ingsoc, doublethink, the mutability of the past, and the denial of objective reality, and to use Newspeak words, she became bored and confused and said that she never paid any attention to that kind of thing.",2
1984_047,1984,"The refugee woman in the boat had also covered the little boy with her arm, which was no more use against the bullets than a sheet of paper. The terrible thing that the Party had done was to persuade you that mere impulses, mere feelings, were of no account, while at the same time robbing you of all power over the material world. When once you were in the grip of the Party, what you felt or did not feel, what you did or refrained from doing, made literally no difference. Whatever happened you vanished, and neither you nor your actions were ever heard of again. You were lifted clean out of the stream of history. And yet to the people of only two generations ago this would not have seemed all-important, because they were not attempting to alter history.",2
1984_048,1984,"What you do, I’m going to do. I’m rather good at staying alive.’ ‘We may be together for another six months — a year — there’s no knowing. At the end we’re certain to be apart. Do you realize how utterly alone we shall be? When once they get hold of us there will be nothing, literally nothing, that either of us can do for the other. If I confess, they’ll shoot you, and if I refuse to confess, they’ll shoot you just the same. Nothing that I can do or say, or stop myself from saying, will put off your death for as much as five minutes. Neither of us will even know whether the other is alive or dead. We shall be utterly without power of any kind.",2
1984_049,1984,"On the sixth day of Hate Week, after the processions, the speeches, the shouting, the singing, the banners, the posters, the films, the waxworks, the rolling of drums and squealing of trumpets, the tramp of marching feet, the grinding of the caterpillars of tanks, the roar of massed planes, the booming of guns — after six days of this, when the great orgasm was quivering to its climax and the general hatred of Eurasia had boiled up into such delirium that if the crowd could have got their hands on the 2,000 Eurasian war-criminals who were to be publicly hanged on the last day of the proceedings, they would unquestionably have torn them to pieces — at just this moment it had been announced that Oceania was not after all at war with Eurasia. Oceania was at war with Eastasia.",2
