passage_id,book,passage,moral_keyword_count
iron_heel_010,iron_heel,"Thus would the leaders of the

enemy be removed from the field of the local battles that would

inevitably be fought all over the land. Many things were to occur simultaneously when the signal went forth. The Canadian and Mexican patriots, who were far stronger than the Iron

Heel dreamed, were to duplicate our tactics. Then there were comrades

(these were the women, for the men would be busy elsewhere) who were to

post the proclamations from our secret presses. Those of us in the

higher employ of the Iron Heel were to proceed immediately to make

confusion and anarchy in all our departments. Inside the Mercenaries

were thousands of our comrades. Their work was to blow up the magazines

and to destroy the delicate mechanism of all the war machinery.",2
iron_heel_011,iron_heel,"The increase in the younger generation of children who

could not read nor write was perilous. The capture of the world-market by the United States had disrupted the

rest of the world. Institutions and governments were everywhere

crashing or transforming. Germany, Italy, France, Australia, and New

Zealand were busy forming cooperative commonwealths. The British Empire

was falling apart. In India revolt was in

full swing. The cry in all Asia was, “Asia for the Asiatics!” And

behind this cry was Japan, ever urging and aiding the yellow and brown

races against the white. And while Japan dreamed of continental empire

and strove to realize the dream, she suppressed her own proletarian

revolution. It was a simple war of the castes, Coolie versus Samurai,

and the coolie socialists were executed by tens of thousands.",2
iron_heel_012,iron_heel,"“With it we would repel the

invasion of the regular army.”



“You would go into the militia yourself,” was Ernest’s retort, “and be

sent to Maine, or Florida, or the Philippines, or anywhere else, to

drown in blood your own comrades civil-warring for their liberties. While from Kansas, or Wisconsin, or any other state, your own comrades

would go into the militia and come here to California to drown in blood

your own civil-warring.”



Now they were really shocked, and they sat wordless, until Mr. Owen

murmured:



“We would not go into the militia. We would not

be so foolish.”



Ernest laughed outright. “You do not understand the combination that has been effected. You would be drafted into the militia.”



“There is such a thing as civil law,” Mr. “Not when the government suspends civil law.",2
iron_heel_013,iron_heel,"“Do you mean to tell me that there

is no justice in Judge Caldwell’s court?”



The little lawyer glared at me a moment, and then the belligerence

faded out of his face. “I hadn’t a fair chance,” he began whining again. “They made a fool out

of Jackson and out of me, too. Colonel Ingram is a

great lawyer. If he wasn’t great, would he have charge of the law

business of the Sierra Mills, of the Erston Land Syndicate, of the

Berkeley Consolidated, of the Oakland, San Leandro, and Pleasanton

Electric? He’s a corporation lawyer, and corporation lawyers are not

paid for being fools.[4] What do you think the Sierra Mills alone give

him twenty thousand dollars a year for? Because he’s worth twenty

thousand dollars a year to them, that’s what for. If I was, I wouldn’t be on the outside, starving and taking cases

like Jackson’s.",2
iron_heel_014,iron_heel,"You are as much mercenaries (sincere mercenaries, I

grant) as were the men of the Swiss Guard.[14] Be true to your salt and

your hire; guard, with your preaching, the interests of your employers;

but do not come down to the working class and serve as false leaders. You cannot honestly be in the two camps at once. The working class has

done without you. Believe me, the working class will continue to do

without you. And, furthermore, the working class can do better without

you than with you.”



 [14] The hired foreign palace guards of Louis XVI, a king of France

 that was beheaded by his people. CHALLENGES





After the guests had gone, father threw himself into a chair and gave

vent to roars of Gargantuan laughter. Not since the death of my mother

had I known him to laugh so heartily.",1
iron_heel_015,iron_heel,"I can never forget the flaying he gave them at the end:



 [12] This figure arises from the customs of the times. When, among men

 fighting to the death in their wild-animal way, a beaten man threw

 down his weapons, it was at the option of the victor to slay him or

 spare him. “You have repeatedly confessed to-night, by direct avowal or ignorant

statement, that you do not know the working class. But you are not to

be blamed for this. How can you know anything about the working class? You do not live in the same locality with the working class. You herd

with the capitalist class in another locality. It is the

capitalist class that pays you, that feeds you, that puts the very

clothes on your backs that you are wearing to-night.",1
iron_heel_016,iron_heel,"“Tell me,” Ernest demanded, “what will you do when such a time comes?”



“We will rise in our strength!” Mr. Asmunsen cried, and many voices

backed his decision. “That will be civil war,” Ernest warned them. “So be it, civil war,” was Mr. Asmunsen’s answer, with the cries of all

the men at the table behind him. “We have not forgotten the deeds of

our forefathers. For our liberties we are ready to fight and die.”



Ernest smiled. “Do not forget,” he said, “that we had tacitly agreed that liberty in

your case, gentlemen, means liberty to squeeze profits out of others.”



The table was angry, now, fighting angry; but Ernest controlled the

tumult and made himself heard. When you rise in your strength, remember, the

reason for your rising will be that the government is in the hands of

the trusts.",2
iron_heel_017,iron_heel,"Stern justice was meted out by these organized avengers, but most

    remarkable was their passionless and judicial procedure. When a man was captured he was given fair trial

    and opportunity for defence. Of necessity, many men were tried and

    condemned by proxy, as in the case of General Lampton. Possibly the most bloodthirsty and malignant

    of all the mercenaries that ever served the Iron Heel, he was

    informed by the Fighting Groups that they had tried him, found him

    guilty, and condemned him to death—and this, after three warnings

    for him to cease from his ferocious treatment of the proletariat. After his condemnation he surrounded himself with a myriad

    protective devices. Years passed, and in vain the Fighting Groups

    strove to execute their decree. Comrade after comrade, men and

    women, failed in their attempts, and were cruelly executed by the

    Oligarchy.",2
iron_heel_018,iron_heel,"His smashing, sledge-hammer manner of attack invariably made them

forget themselves. And they were forgetting themselves now. Bishop

Morehouse was leaning forward and listening intently. Exasperation and

anger were flushing the face of Dr. And others were

exasperated, too, and some were smiling in an amused and superior way. As for myself, I found it most enjoyable. I glanced at father, and I

was afraid he was going to giggle at the effect of this human bombshell

he had been guilty of launching amongst us. “Your terms are rather vague,” Dr. “Just

precisely what do you mean when you call us metaphysicians?”



“I call you metaphysicians because you reason metaphysically,” Ernest

went on. “Your method of reasoning is the opposite to that of science. There is no validity to your conclusions. You can prove everything and

nothing, and no two of you can agree upon anything.",1
iron_heel_019,iron_heel,"Eleven thousand men, women, and children were shot down

on the streets of Sacramento or murdered in their houses. The national

government took possession of the state government, and all was over

for California. And as with California, so elsewhere. Every Granger state was ravaged

with violence and washed in blood. First, disorder was precipitated by

the secret agents and the Black Hundreds, then the troops were called

out. Rioting and mob-rule reigned throughout the rural districts. Day

and night the smoke of burning farms, warehouses, villages, and cities

filled the sky. Railroad bridges and tunnels were

blown up and trains were wrecked. The poor farmers were shot and hanged

in great numbers. Reprisals were bitter, and many plutocrats and army

officers were murdered. Blood and vengeance were in men’s hearts. The

regular troops fought the farmers as savagely as had they been Indians. And the regular troops had cause.",4
iron_heel_020,iron_heel,"Sometimes the laborers refused to work. Sometimes the

 capitalists refused to let the laborers work. In the violence and

 turbulence of such disagreements much property was destroyed and many

 lives lost. All this is inconceivable to us—as inconceivable as

 another custom of that time, namely, the habit the men of the lower

 classes had of breaking the furniture when they quarrelled with their

 wives. “Yes, they’re quarrelling over the division of the earnings of the

street railways.”



Bishop Morehouse became excited. “It is so short-sighted on the part of the

workingmen. How can they hope to keep our sympathy—”



“When we are compelled to walk,” Ernest said slyly. But Bishop Morehouse ignored him and went on:



“Their outlook is too narrow. Men should be men, not brutes. There will

be violence and murder now, and sorrowing widows and orphans. Capital

and labor should be friends.",1
iron_heel_021,iron_heel,"It simply prolongs the fight, this treachery of the

big unions. Heaven only knows now where and when the Revolution will

triumph.”



 [3] James Farley—a notorious strike-breaker of the period. A man more

 courageous than ethical, and of undeniable ability. He rose high under

 the rule of the Iron Heel and finally was translated into the oligarch

 class. He was assassinated in 1932 by Sarah Jenkins, whose husband,

 thirty years before, had been killed by Farley’s strike-breakers. “But with such a powerful combination as the Oligarchy and the big

unions, is there any reason to believe that the Revolution will ever

triumph?” I queried. “May not the combination endure forever?”



He shook his head. “One of our generalizations is that every system

founded upon class and caste contains within itself the germs of its

own decay. When a system is founded upon class, how can caste be

prevented?",2
iron_heel_022,iron_heel,"And to gain?—nothing, save one final, awful glut of

vengeance. And as I looked the thought came to me that in that rushing

stream of human lava were men, comrades and heroes, whose mission had

been to rouse the abysmal beast and to keep the enemy occupied in

coping with it. And now a strange thing happened to me. The fear of death, for myself and for others, left me. I was strangely

exalted, another being in another life. The Cause for

this one time was lost, but the Cause would be here to-morrow, the same

Cause, ever fresh and ever burning. And thereafter, in the orgy of

horror that raged through the succeeding hours, I was able to take a

calm interest. Death meant nothing, life meant nothing. I was an

interested spectator of events, and, sometimes swept on by the rush,

was myself a curious participant.",2
iron_heel_023,iron_heel,"I worked seventeen years in

them mills, an’ I’ve took notice that most of the accidents happens

just before whistle-blow.[3] I’m willin’ to bet that more accidents

happens in the hour before whistle-blow than in all the rest of the

day. A man ain’t so quick after workin’ steady for hours. I’ve seen too

many of ’em cut up an’ gouged an’ chawed not to know.”



 [3] The laborers were called to work and dismissed by savage,

 screaming, nerve-racking steam-whistles. “Hundreds an’ hundreds, an’ children, too.”



With the exception of the terrible details, Jackson’s story of his

accident was the same as that I had already heard. When I asked him if

he had broken some rule of working the machinery, he shook his head. “I chucked off the belt with my right hand,” he said, “an’ made a reach

for the flint with my left.",1
iron_heel_024,iron_heel,"“Class hatred is neither in the text nor in

the spirit of anything I have ever written.”



“Oh!” I cried reproachfully, and reached for his book and opened it. He sipped his tea and smiled at me while I ran over the pages. “Page one hundred and thirty-two,” I read aloud: “‘The class struggle,

therefore, presents itself in the present stage of social development

between the wage-paying and the wage-paid classes.’”



I looked at him triumphantly. “No mention there of class hatred,” he smiled back. “But,” I answered, “you say ‘class struggle.’”



“A different thing from class hatred,” he replied. “And, believe me, we

foment no hatred. We say that the class struggle is a law of social

development. We are not responsible for it. We do not make the class

struggle. We merely explain it, as Newton explained gravitation.",1
iron_heel_025,iron_heel,"They assimilated the aristocratic idea from the moment

they began, as children, to receive impressions of the world. The

aristocratic idea was woven into the making of them until it became

bone of them and flesh of them. They looked upon themselves as

wild-animal trainers, rulers of beasts. From beneath their feet rose

always the subterranean rumbles of revolt. Violent death ever stalked

in their midst; bomb and knife and bullet were looked upon as so many

fangs of the roaring abysmal beast they must dominate if humanity were

to persist. They were the saviours of humanity, and they regarded

themselves as heroic and sacrificing laborers for the highest good. They, as a class, believed that they alone maintained civilization.",2
iron_heel_026,iron_heel,"His

important part was played in drafting the new code after the Chicago

Commune. But before that, as trial judge, he had earned sentence of

death by his fiendish malignancy. I was one of those that tried him and

passed sentence upon him. Anna Roylston carried out the execution. Still another figure arises out of the old life—Jackson’s lawyer. Least

of all would I have expected again to meet this man, Joseph Hurd. Late at night, two years after the Chicago

Commune, Ernest and I arrived together at the Benton Harbor refuge. This was in Michigan, across the lake from Chicago. We arrived just at

the conclusion of the trial of a spy. Sentence of death had been

passed, and he was being led away. Such was the scene as we came upon

it.",2
iron_heel_027,iron_heel,"Their persecutors were sentenced to long terms in prison,

where they were harshly treated; while no man, not a member of the

favored unions, was permitted to carry weapons. Violation of this law

was made a high misdemeanor and punished accordingly. Outraged labor continued to wreak vengeance on the traitors. The children of the traitors were

persecuted by the children of the workers who had been betrayed, until

it was impossible for the former to play on the streets or to attend

the public schools. Also, the wives and families of the traitors were

ostracized, while the corner groceryman who sold provisions to them was

boycotted. As a result, driven back upon themselves from every side, the traitors

and their families became clannish. Finding it impossible to dwell in

safety in the midst of the betrayed proletariat, they moved into new

localities inhabited by themselves alone.",2
iron_heel_028,iron_heel,"Forty

thousand were killed in the street-fighting of Tokio and in the futile

assault on the Mikado’s palace. Kobe was a shambles; the slaughter of

the cotton operatives by machine-guns became classic as the most

terrific execution ever achieved by modern war machines. Most savage of

all was the Japanese Oligarchy that arose. Japan dominated the East,

and took to herself the whole Asiatic portion of the world-market, with

the exception of India. England managed to crush her own proletarian revolution and to hold on

to India, though she was brought to the verge of exhaustion. Also, she

was compelled to let her great colonies slip away from her. So it was

that the socialists succeeded in making Australia and New Zealand into

cooperative commonwealths. And it was for the same reason that Canada

was lost to the mother country.",2
iron_heel_029,iron_heel,"“True, and you will grant that capital would perish if there were no

labor to earn the dividends.”



The Bishop was silent. “Then our statements cancel each other,” Ernest said in a

matter-of-fact tone, “and we are where we were. The

workingmen on the street railway furnish the labor. By the joint effort of the workingmen and the

capital, money is earned.[3] They divide between them this money that

is earned. Capital’s share is called ‘dividends.’ Labor’s share is

called ‘wages.’”



 [3] In those days, groups of predatory individuals controlled all the

 means of transportation, and for the use of same levied toll upon the

 public. “And there is no reason that the

division should not be amicable.”



“You have already forgotten what we had agreed upon,” Ernest replied. “We agreed that the average man is selfish. He is the man that is.",1
iron_heel_030,iron_heel,"“I understand you have money, or your father has, which is the same

thing—money invested in the Sierra Mills.”



“What has that to do with it?” I cried. “Nothing much,” he began slowly, “except that the gown you wear is

stained with blood. The food you eat is a bloody stew. The blood of

little children and of strong men is dripping from your very

roof-beams. I can close my eyes, now, and hear it drip, drop, drip,

drop, all about me.”



And suiting the action to the words, he closed his eyes and leaned back

in his chair. I burst into tears of mortification and hurt vanity. I

had never been so brutally treated in my life. Both the Bishop and my

father were embarrassed and perturbed. They tried to lead the

conversation away into easier channels; but Ernest opened his eyes,

looked at me, and waved them aside.",1
iron_heel_031,iron_heel,"Ballingford glanced around the table and was rewarded by nods and

smiles of approval. “Your illustration is most unfortunate,” Ernest replied. “You refer to

a very dark period in human history. In fact, we call that period the

Dark Ages. A period wherein science was raped by the metaphysicians,

wherein physics became a search for the Philosopher’s Stone, wherein

chemistry became alchemy, and astronomy became astrology. Sorry the

domination of Aristotle’s thought!”



Dr. Ballingford looked pained, then he brightened up and said:



“Granted this horrible picture you have drawn, yet you must confess

that metaphysics was inherently potent in so far as it drew humanity

out of this dark period and on into the illumination of the succeeding

centuries.”



“Metaphysics had nothing to do with it,” Ernest retorted.",1
iron_heel_032,iron_heel,"We had not changed much

from primitive man, despite the war automobiles that were sliding by. Turning a corner, we came upon a woman. She was lying on the pavement,

in a pool of blood. Hartman bent over and examined her. As for myself,

I turned deathly sick. I was to see many dead that day, but the total

carnage was not to affect me as did this first forlorn body lying there

at my feet abandoned on the pavement. “Shot in the breast,” was

Hartman’s report. Clasped in the hollow of her arm, as a child might be

clasped, was a bundle of printed matter. Even in death she seemed loath

to part with that which had caused her death; for when Hartman had

succeeded in withdrawing the bundle, we found that it consisted of

large printed sheets, the proclamations of the revolutionists.",2
iron_heel_033,iron_heel,"The working people were driven from their

villages and herded in factory towns. The mothers and children were put

to work at the new machines. It is a tale of blood.”



“I know, I know,” Bishop Morehouse interrupted with an agonized

expression on his face. But it occurred a century and

a half ago.”



“And there, a century and a half ago, originated the modern

proletariat,” Ernest continued. While a

slaughter-house was made of the nation by the capitalist, the Church

was dumb. It did not protest, as to-day it does not protest. As Austin

Lewis[6] says, speaking of that time, those to whom the command ‘Feed

my lambs’ had been given, saw those lambs sold into slavery and worked

to death without a protest.[7] The Church was dumb, then, and before I

go on I want you either flatly to agree with me or flatly to disagree

with me.",1
iron_heel_034,iron_heel,"“And as for my

dreaming—” he put his hand in his pocket and drew out a small

pamphlet—“tell me if this looks like dream-stuff.”



He opened it and began to read:



“‘Section One, be it enacted, and so forth and so forth, that the

militia shall consist of every able-bodied male citizen of the

respective states, territories, and District of Columbia, who is more

than eighteen and less than forty-five years of age.’



“‘Section Seven, that any officer or enlisted man’—remember Section

One, gentlemen, you are all enlisted men—‘that any enlisted man of the

militia who shall refuse or neglect to present himself to such

mustering officer upon being called forth as herein prescribed, shall

be subject to trial by court martial, and shall be punished as such

court martial shall direct.’



“‘Section Eight, that courts martial, for the trial of officers or men

of the militia, shall be composed of militia officers only.’



“‘Section Nine, that the militia, when called into the actual service

of the United States, shall be subject to the same rules and articles

of war as the regular troops of the United States.’



“There you are gentlemen, American citizens, and fellow-militiamen.",2
iron_heel_035,iron_heel,"They knew which side their bread was

buttered on. He had been brow-beaten and confused

by Colonel Ingram. Colonel Ingram was brilliant at cross-examination. He had made Jackson answer damaging questions. “How could his answers be damaging if he had the right on his side?” I

demanded. “What’s right got to do with it?” he demanded back. “You see all those

books.” He moved his hand over the array of volumes on the walls of his

tiny office. “All my reading and studying of them has taught me that

law is one thing and right is another thing. You go to

Sunday-school to learn what is right. But you go to those books to

learn . law.”



“Do you mean to tell me that Jackson had the right on his side and yet

was beaten?” I queried tentatively.",1
iron_heel_036,iron_heel,"It was a most wasteful expenditure of energy. Distribution was

 as confused and irrational as the whole general system of society. “Notice the sleeve of his left arm,” Ernest said gently. I looked, and saw that the sleeve was empty. “It was some of the blood from that arm that I heard dripping from your

roof-beams,” Ernest said with continued gentleness. “He lost his arm in

the Sierra Mills, and like a broken-down horse you turned him out on

the highway to die. When I say ‘you,’ I mean the superintendent and the

officials that you and the other stockholders pay to manage the mills

for you. It was caused by his trying to save the

company a few dollars. The toothed drum of the picker caught his arm. He might have let the small flint that he saw in the teeth go through.",1
iron_heel_037,iron_heel,"The end is in sight.”



This little conference in our home was unofficial; but Ernest, like the

rest of his comrades, was working for assurances from the labor leaders

that they would call out their men in the next general strike. O’Connor, the president of the Association of Machinists, had been

foremost of the six leaders present in refusing to give such assurance. “You have seen that you were beaten soundly at your old tactics of

strike and boycott,” Ernest urged. O’Connor and the others nodded their heads. “And you saw what a general strike would do,” Ernest went on. “We

stopped the war with Germany. Never was there so fine a display of the

solidarity and the power of labor. Labor can and will rule the world. If you continue to stand with us, we’ll put an end to the reign of

capitalism.",3
iron_heel_038,iron_heel,"The

    governors of Colorado and Idaho are but executing the mandates of

    their masters, the Plutocracy. The issue is the Workers versus the

    Plutocracy. If they strike the first violent blow, we will strike

    the last._”









CHAPTER XVIII. IN THE SHADOW OF SONOMA





Of myself, during this period, there is not much to say. For six months

I was kept in prison, though charged with no crime. I was a _suspect_—a

word of fear that all revolutionists were soon to come to know. But our

own nascent secret service was beginning to work. By the end of my

second month in prison, one of the jailers made himself known as a

revolutionist in touch with the organization. Several weeks later,

Joseph Parkhurst, the prison doctor who had just been appointed, proved

himself to be a member of one of the Fighting Groups.",2
iron_heel_039,iron_heel,"I suppose, Doctor, you live in the mind?”



“My mind to me a kingdom is,” was the answer. “That’s another way of saying that you live up in the air. But you come

back to earth at meal-time, I am sure, or when an earthquake happens

along. Or, tell me, Doctor, do you have no apprehension in an

earthquake that that incorporeal body of yours will be hit by an

immaterial brick?”



Instantly, and quite unconsciously, Dr. Hammerfield’s hand shot up to

his head, where a scar disappeared under the hair. It happened that

Ernest had blundered on an apposite illustration. Hammerfield had

been nearly killed in the Great Earthquake[11] by a falling chimney. Everybody broke out into roars of laughter. [11] The Great Earthquake of 1906 A.D. “Well?” Ernest asked, when the merriment had subsided.",1
iron_heel_040,iron_heel,"By the power of our ballots on election day will we

take your government away from you—”



“What if you do get a majority, a sweeping majority, on election day?”

Mr. “Suppose we refuse to turn the

government over to you after you have captured it at the ballot-box?”



“That, also, have we considered,” Ernest replied. “And we shall give

you an answer in terms of lead. Power you have proclaimed the king of

words. And in the day that we sweep to

victory at the ballot-box, and you refuse to turn over to us the

government we have constitutionally and peacefully captured, and you

demand what we are going to do about it—in that day, I say, we shall

answer you; and in roar of shell and shrapnel and in whine of

machine-guns shall our answer be couched. It is true that you have read history aright.",2
iron_heel_041,iron_heel,"It

is quite clear that she intended the Manuscript for immediate

publication, as soon as the Iron Heel was overthrown, so that her

husband, so recently dead, should receive full credit for all that he

had ventured and accomplished. Then came the frightful crushing of the

Second Revolt, and it is probable that in the moment of danger, ere she

fled or was captured by the Mercenaries, she hid the Manuscript in the

hollow oak at Wake Robin Lodge. Of Avis Everhard there is no further record. Undoubtedly she was

executed by the Mercenaries; and, as is well known, no record of such

executions was kept by the Iron Heel. But little did she realize, even

then, as she hid the Manuscript and prepared to flee, how terrible had

been the breakdown of the Second Revolt.",1
iron_heel_042,iron_heel,"Calhoun said: “_A power has risen up in the government

 greater than the people themselves, consisting of many and various and

 powerful interests, combined into one mass, and held together by the

 cohesive power of the vast surplus in the banks_.” And that great

 humanist, Abraham Lincoln, said, just before his assassination: “_I

 see in the near future a crisis approaching that unnerves me and

 causes me to tremble for the safety of my country. Corporations

 have been enthroned, an era of corruption in high places will follow,

 and the money-power of the country will endeavor to prolong its reign

 by working upon the prejudices of the people until the wealth is

 aggregated in a few hands and the Republic is destroyed._”



“But it would be cowardly,” was the protest. You have done your work in the world,

and a great work. Leave the present battle to youth and strength.",2
iron_heel_043,iron_heel,"“Why shouldn’t it, with the splendid organization and new machinery its

large capital makes possible?”



“There is no discussion,” Ernest answered. “It certainly should, and,

furthermore, it does.”



Mr. Calvin here launched out into a political speech in exposition of

his views. He was warmly followed by a number of the others, and the

cry of all was to destroy the trusts. “Poor simple folk,” Ernest said to me in an undertone. “They see

clearly as far as they see, but they see only to the ends of their

noses.”



A little later he got the floor again, and in his characteristic way

controlled it for the rest of the evening. “I have listened carefully to all of you,” he began, “and I see plainly

that you play the business game in the orthodox fashion. Life sums

itself up to you in profits.",2
iron_heel_044,iron_heel,"[9] A decade before this speech of Everhard’s, the New York Board of

 Trade issued a report from which the following is quoted: “_The

 railroads control absolutely the legislatures of a majority of the

 states of the Union; they make and unmake United States Senators,

 congressmen, and governors, and are practically dictators of the

 governmental policy of the United States._”



“Gentlemen, I have merely sketched the power of one of the seven groups

that constitute the brain of the Plutocracy.[10] Your twenty-four

billions of wealth does not give you twenty-five cents’ worth of

governmental power. It is an empty shell, and soon even the empty shell

will be taken away from you. The Plutocracy has all power in its hands

to-day. It to-day makes the laws, for it owns the Senate, Congress, the

courts, and the state legislatures. Behind law must

be force to execute the law.",2
iron_heel_045,iron_heel,"They were forced, swept on

    by this inrolling tide of wealth which their monopoly magnet

    irresistibly attracted. They developed a staff of investment

    seekers and investigators. It is said that the chief of this staff

    has a salary of $125,000 a year. “The first conspicuous excursion and incursion of the Rockefellers

    was into the railway field. By 1895 they controlled one-fifth of

    the railway mileage of the country. What do they own or, through

    dominant ownership, control to-day? They are powerful in all the

    great railways of New York, north, east, and west, except one,

    where their share is only a few millions. They are in most of the

    great railways radiating from Chicago. They dominate in several of

    the systems that extend to the Pacific. It is their votes that make

    Mr.",2
iron_heel_046,iron_heel,"They had no economic nor political

souls of their own. When the fiat of the Plutocracy went forth, they

withdrew their advertisements from the Hearst papers. He brought his papers out at a loss of a

million and a half each month. He continued to publish the

advertisements for which he no longer received pay. Again the fiat of

the Plutocracy went forth, and the small business men and manufacturers

swamped him with a flood of notices that he must discontinue running

their old advertisements. He received six months’ imprisonment for

contempt of court in disobeying the injunctions, while he was

bankrupted by countless damage suits. The Plutocracy

had passed sentence on him. The courts were in the hands of the

Plutocracy to carry the sentence out. And with Hearst crashed also to

destruction the Democratic Party that he had so recently captured.",2
