passage_id,book,model_key,source_passage,interpretation,distortion_score,notes
1984_000,1984,,"About twenty or thirty of them a week were falling on London at present. Down in the street the wind flapped the torn poster to and fro, and the word INGSOC fitfully appeared and vanished. Newspeak, doublethink, the mutability of the past. He felt as though he were wandering in the forests of the sea bottom, lost in a monstrous world where he himself was the monster. The past was dead, the future was unimaginable. What certainty had he that a single human creature now living was on his side? And what way of knowing that the dominion of the Party would not endure FOR EVER? Like an answer, the three slogans on the white face of the Ministry of Truth came back to him: WAR IS PEACE FREEDOM IS SLAVERY IGNORANCE IS STRENGTH He took a twenty-five cent piece out of his pocket.",,,
1984_001,1984,,"In the better light of the living-room he noticed with interest that there actually was dust in the creases of her face. ‘They do get so noisy,’ she said. ‘They’re disappointed because they couldn’t go to see the hanging, that’s what it is. I’m too busy to take them. and Tom won’t be back from work in time.’ ‘Why can’t we go and see the hanging?’ roared the boy in his huge voice. Want to see the hanging!’ chanted the little girl, still capering round. Some Eurasian prisoners, guilty of war crimes, were to be hanged in the Park that evening, Winston remembered. This happened about once a month, and was a popular spectacle. Children always clamoured to be taken to see it. He took his leave of Mrs Parsons and made for the door.",,,
1984_002,1984,,"He could guess, however, that the book was much older than that. He had seen it lying in the window of a frowsy little junk-shop in a slummy quarter of the town (just what quarter he did not now remember) and had been stricken immediately by an overwhelming desire to possess it. Party members were supposed not to go into ordinary shops (‘dealing on the free market’, it was called), but the rule was not strictly kept, because there were various things, such as shoelaces and razor blades, which it was impossible to get hold of in any other way. He had given a quick glance up and down the street and then had slipped inside and bought the book for two dollars fifty. At the time he was not conscious of wanting it for any particular purpose. He had carried it guiltily home in his briefcase.",,,
1984_003,1984,,"Before the Revolution they had been hideously oppressed by the capitalists, they had been starved and flogged, women had been forced to work in the coal mines (women still did work in the coal mines, as a matter of fact), children had been sold into the factories at the age of six. But simultaneously, true to the Principles of doublethink, the Party taught that the proles were natural inferiors who must be kept in subjection, like animals, by the application of a few simple rules. In reality very little was known about the proles. It was not necessary to know much. So long as they continued to work and breed, their other activities were without importance. Left to themselves, like cattle turned loose upon the plains of Argentina, they had reverted to a style of life that appeared to be natural to them, a sort of ancestral pattern.",,,
1984_004,1984,,"He did not see that the continuity of an oligarchy need not be physical, nor did he pause to reflect that hereditary aristocracies have always been shortlived, whereas adoptive organizations such as the Catholic Church have sometimes lasted for hundreds or thousands of years. The essence of oligarchical rule is not father-to-son inheritance, but the persistence of a certain world-view and a certain way of life, imposed by the dead upon the living. A ruling group is a ruling group so long as it can nominate its successors. The Party is not concerned with perpetuating its blood but with perpetuating itself. WHO wields power is not important, provided that the hierarchical structure remains always the same. All the beliefs, habits, tastes, emotions, mental attitudes that characterize our time are really designed to sustain the mystique of the Party and prevent the true nature of present-day society from being perceived.",,,
1984_005,1984,,"She believed, for instance, having learnt it at school, that the Party had invented aeroplanes. (In his own schooldays, Winston remembered, in the late fifties, it was only the helicopter that the Party claimed to have invented; a dozen years later, when Julia was at school, it was already claiming the aeroplane; one generation more, and it would be claiming the steam engine.) And when he told her that aeroplanes had been in existence before he was born and long before the Revolution, the fact struck her as totally uninteresting. After all, what did it matter who had invented aeroplanes? It was rather more of a shock to him when he discovered from some chance remark that she did not remember that Oceania, four years ago, had been at war with Eastasia and at peace with Eurasia.",,,
1984_006,1984,,"The frightening thing, he reflected for the ten thousandth time as he forced his shoulders painfully backward (with hands on hips, they were gyrating their bodies from the waist, an exercise that was supposed to be good for the back muscles)— the frightening thing was that it might all be true. If the Party could thrust its hand into the past and say of this or that event, IT NEVER HAPPENED— that, surely, was more terrifying than mere torture and death? The Party said that Oceania had never been in alliance with Eurasia. He, Winston Smith, knew that Oceania had been in alliance with Eurasia as short a time as four years ago. But where did that knowledge exist? Only in his own consciousness, which in any case must soon be annihilated.",,,
1984_007,1984,,"But in the same moment, drawing a deep sigh of relief from everybody, the hostile figure melted into the face of Big Brother, black-haired, black-moustachio’d, full of power and mysterious calm, and so vast that it almost filled up the screen. Nobody heard what Big Brother was saying. It was merely a few words of encouragement, the sort of words that are uttered in the din of battle, not distinguishable individually but restoring confidence by the fact of being spoken. Then the face of Big Brother faded away again, and instead the three slogans of the Party stood out in bold capitals: WAR IS PEACE FREEDOM IS SLAVERY IGNORANCE IS STRENGTH But the face of Big Brother seemed to persist for several seconds on the screen, as though the impact that it had made on everyone’s eyeballs was too vivid to wear off immediately.",,,
1984_008,1984,,"‘I wanted to ask you whether you’d got any razor blades,’ he said. ‘Not one!’ said Winston with a sort of guilty haste. ‘I’ve tried all over the place. They don’t exist any longer.’ Everyone kept asking you for razor blades. Actually he had two unused ones which he was hoarding up. There had been a famine of them for months past. At any given moment there was some necessary article which the Party shops were unable to supply. Sometimes it was buttons, sometimes it was darning wool, sometimes it was shoelaces; at present it was razor blades. You could only get hold of them, if at all, by scrounging more or less furtively on the ‘free’ market. ‘I’ve been using the same blade for six weeks,’ he added untruthfully. The queue gave another jerk forward. As they halted he turned and faced Syme again.",,,
1984_009,1984,,"You know perfectly well what is the matter with you. You have known it for years, though you have fought against the knowledge. You suffer from a defective memory. You are unable to remember real events and you persuade yourself that you remember other events which never happened. You have never cured yourself of it, because you did not choose to. There was a small effort of the will that you were not ready to make. Even now, I am well aware, you are clinging to your disease under the impression that it is a virtue. Now we will take an example. At this moment, which power is Oceania at war with?’ ‘When I was arrested, Oceania was at war with Eastasia.’ ‘With Eastasia. And Oceania has always been at war with Eastasia, has it not?’ Winston drew in his breath.",,,
1984_000,1984,,"About twenty or thirty of them a week were falling on London at present. Down in the street the wind flapped the torn poster to and fro, and the word INGSOC fitfully appeared and vanished. Newspeak, doublethink, the mutability of the past. He felt as though he were wandering in the forests of the sea bottom, lost in a monstrous world where he himself was the monster. The past was dead, the future was unimaginable. What certainty had he that a single human creature now living was on his side? And what way of knowing that the dominion of the Party would not endure FOR EVER? Like an answer, the three slogans on the white face of the Ministry of Truth came back to him: WAR IS PEACE FREEDOM IS SLAVERY IGNORANCE IS STRENGTH He took a twenty-five cent piece out of his pocket.",,,
1984_001,1984,,"In the better light of the living-room he noticed with interest that there actually was dust in the creases of her face. ‘They do get so noisy,’ she said. ‘They’re disappointed because they couldn’t go to see the hanging, that’s what it is. I’m too busy to take them. and Tom won’t be back from work in time.’ ‘Why can’t we go and see the hanging?’ roared the boy in his huge voice. Want to see the hanging!’ chanted the little girl, still capering round. Some Eurasian prisoners, guilty of war crimes, were to be hanged in the Park that evening, Winston remembered. This happened about once a month, and was a popular spectacle. Children always clamoured to be taken to see it. He took his leave of Mrs Parsons and made for the door.",,,
1984_002,1984,,"He could guess, however, that the book was much older than that. He had seen it lying in the window of a frowsy little junk-shop in a slummy quarter of the town (just what quarter he did not now remember) and had been stricken immediately by an overwhelming desire to possess it. Party members were supposed not to go into ordinary shops (‘dealing on the free market’, it was called), but the rule was not strictly kept, because there were various things, such as shoelaces and razor blades, which it was impossible to get hold of in any other way. He had given a quick glance up and down the street and then had slipped inside and bought the book for two dollars fifty. At the time he was not conscious of wanting it for any particular purpose. He had carried it guiltily home in his briefcase.",,,
1984_003,1984,,"Before the Revolution they had been hideously oppressed by the capitalists, they had been starved and flogged, women had been forced to work in the coal mines (women still did work in the coal mines, as a matter of fact), children had been sold into the factories at the age of six. But simultaneously, true to the Principles of doublethink, the Party taught that the proles were natural inferiors who must be kept in subjection, like animals, by the application of a few simple rules. In reality very little was known about the proles. It was not necessary to know much. So long as they continued to work and breed, their other activities were without importance. Left to themselves, like cattle turned loose upon the plains of Argentina, they had reverted to a style of life that appeared to be natural to them, a sort of ancestral pattern.",,,
1984_004,1984,,"He did not see that the continuity of an oligarchy need not be physical, nor did he pause to reflect that hereditary aristocracies have always been shortlived, whereas adoptive organizations such as the Catholic Church have sometimes lasted for hundreds or thousands of years. The essence of oligarchical rule is not father-to-son inheritance, but the persistence of a certain world-view and a certain way of life, imposed by the dead upon the living. A ruling group is a ruling group so long as it can nominate its successors. The Party is not concerned with perpetuating its blood but with perpetuating itself. WHO wields power is not important, provided that the hierarchical structure remains always the same. All the beliefs, habits, tastes, emotions, mental attitudes that characterize our time are really designed to sustain the mystique of the Party and prevent the true nature of present-day society from being perceived.",,,
1984_005,1984,,"She believed, for instance, having learnt it at school, that the Party had invented aeroplanes. (In his own schooldays, Winston remembered, in the late fifties, it was only the helicopter that the Party claimed to have invented; a dozen years later, when Julia was at school, it was already claiming the aeroplane; one generation more, and it would be claiming the steam engine.) And when he told her that aeroplanes had been in existence before he was born and long before the Revolution, the fact struck her as totally uninteresting. After all, what did it matter who had invented aeroplanes? It was rather more of a shock to him when he discovered from some chance remark that she did not remember that Oceania, four years ago, had been at war with Eastasia and at peace with Eurasia.",,,
1984_006,1984,,"The frightening thing, he reflected for the ten thousandth time as he forced his shoulders painfully backward (with hands on hips, they were gyrating their bodies from the waist, an exercise that was supposed to be good for the back muscles)— the frightening thing was that it might all be true. If the Party could thrust its hand into the past and say of this or that event, IT NEVER HAPPENED— that, surely, was more terrifying than mere torture and death? The Party said that Oceania had never been in alliance with Eurasia. He, Winston Smith, knew that Oceania had been in alliance with Eurasia as short a time as four years ago. But where did that knowledge exist? Only in his own consciousness, which in any case must soon be annihilated.",,,
1984_007,1984,,"But in the same moment, drawing a deep sigh of relief from everybody, the hostile figure melted into the face of Big Brother, black-haired, black-moustachio’d, full of power and mysterious calm, and so vast that it almost filled up the screen. Nobody heard what Big Brother was saying. It was merely a few words of encouragement, the sort of words that are uttered in the din of battle, not distinguishable individually but restoring confidence by the fact of being spoken. Then the face of Big Brother faded away again, and instead the three slogans of the Party stood out in bold capitals: WAR IS PEACE FREEDOM IS SLAVERY IGNORANCE IS STRENGTH But the face of Big Brother seemed to persist for several seconds on the screen, as though the impact that it had made on everyone’s eyeballs was too vivid to wear off immediately.",,,
1984_008,1984,,"‘I wanted to ask you whether you’d got any razor blades,’ he said. ‘Not one!’ said Winston with a sort of guilty haste. ‘I’ve tried all over the place. They don’t exist any longer.’ Everyone kept asking you for razor blades. Actually he had two unused ones which he was hoarding up. There had been a famine of them for months past. At any given moment there was some necessary article which the Party shops were unable to supply. Sometimes it was buttons, sometimes it was darning wool, sometimes it was shoelaces; at present it was razor blades. You could only get hold of them, if at all, by scrounging more or less furtively on the ‘free’ market. ‘I’ve been using the same blade for six weeks,’ he added untruthfully. The queue gave another jerk forward. As they halted he turned and faced Syme again.",,,
1984_009,1984,,"You know perfectly well what is the matter with you. You have known it for years, though you have fought against the knowledge. You suffer from a defective memory. You are unable to remember real events and you persuade yourself that you remember other events which never happened. You have never cured yourself of it, because you did not choose to. There was a small effort of the will that you were not ready to make. Even now, I am well aware, you are clinging to your disease under the impression that it is a virtue. Now we will take an example. At this moment, which power is Oceania at war with?’ ‘When I was arrested, Oceania was at war with Eastasia.’ ‘With Eastasia. And Oceania has always been at war with Eastasia, has it not?’ Winston drew in his breath.",,,
animal_farm_000,animal_farm,,"Had I a sucking-pig, Ere he had grown as bi g Even as a pint bottle or as a rolling-pin, He should have learned to be Faithful and true to thee, Yes, his first squeak should be “Comrade Napoleon!” Napoleon approved of this poem and caused it to be inscribed on the wall of the big barn, at the opposite end from the Seven Commandments. It was surmounted by a portrait of Napoleon, in profile, executed by Squealer in white paint. Meanwhile, through the agency of Whymper, Napoleon was engaged in complicated negotiations with Frederick and Pilkington. The pile of timber was still unsold. Of the two, Frederick was the more anxious to get hold of it, but he would not offer a reasonable price.",,,
animal_farm_001,animal_farm,,"Then a goose came forward and confessed to having secreted six ears of corn during the last year’s harvest and eaten them in the night. Then a sheep confessed to having urinated in the drinking pool—urged to do this, so she said, by Snowball—and two other sheep confessed to having murdered an old ram, an especially devoted follower of Napoleon, by chasing him round and round a bonfire when he was suffering from a cough. They were all slain on the spot. And so the tale of confessions and executions went on, until there was a pile of corpses lying before Napoleon’s feet and the air was heavy with the smell of blood, which had been unknown there since the expulsion of Jones. When it was all over, the remaining animals, except for the pigs and dogs, crept away in a body.",,,
animal_farm_002,animal_farm,,"Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement. Their relations with the human race were now not quite the same as they had been before. The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever. Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure. They would meet in the public-houses and prove to one another by means of diagrams that the windmill was bound to fall down, or that if it did stand up, then that it would never work.",,,
animal_farm_003,animal_farm,,"As for the dogs, when they grow old and toothless, Jones ties a brick round their necks and drowns them in the nearest pond. “Is it not crystal clear, then, comrades, that all the evils of this life of ours spring from the tyranny of human beings? Only get rid of Man, and the produce of our labour would be our own. Almost overnight we could become rich and free. Why, work night and day, body and soul, for the overthrow of the human race! That is my message to you, comrades: Rebellion! I do not know when that Rebellion will come, it might be in a week or in a hundred years, but I know, as surely as I see this straw beneath my feet, that sooner or later justice will be done. Fix your eyes on that, comrades, throughout the short remainder of your lives!",,,
animal_farm_004,animal_farm,,"They had been warned earlier that this sacrifice might be necessary, but had not believed that it would really happen. They were just getting their clutches ready for the spring sitting, and they protested that to take the eggs away now was murder. For the first time since the expulsion of Jones, there was something resembling a rebellion. Led by three young Black Minorca pullets, the hens made a determined effort to thwart Napoleon’s wishes. Their method was to fly up to the rafters and there lay their eggs, which smashed to pieces on the floor. He ordered the hens’ rations to be stopped, and decreed that any animal giving so much as a grain of corn to a hen should be punished by death. The dogs saw to it that these orders were carried out.",,,
animal_farm_006,animal_farm,,"It now appeared that Snowball was not, after all, hiding on Pinchfield Farm, and in fact had never been there in his life: he was living—in considerable luxury, so it was said—at Foxwood, and had in reality been a pensioner of Pilkington for years past. The pigs were in ecstasies over Napoleon’s cunning. By seeming to be friendly with Pilkington he had forced Frederick to raise his price by twelve pounds. But the superior quality of Napoleon’s mind, said Squealer, was shown in the fact that he trusted nobody, not even Frederick. Frederick had wanted to pay for the timber with something called a cheque, which, it seemed, was a piece of paper with a promise to pay written upon it. But Napoleon was too clever for him. He had demanded payment in real five-pound notes, which were to be handed over before the timber was removed.",,,
animal_farm_007,animal_farm,,"And when Squealer went on to give further graphic details of Boxer’s death-bed, the admirable care he had received, and the expensive medicines for which Napoleon had paid without a thought as to the cost, their last doubts disappeared and the sorrow that they felt for their comrade’s death was tempered by the thought that at least he had died happy. Napoleon himself appeared at the meeting on the following Sunday morning and pronounced a short oration in Boxer’s honour. It had not been possible, he said, to bring back their lamented comrade’s remains for interment on the farm, but he had ordered a large wreath to be made from the laurels in the farmhouse garden and sent down to be placed on Boxer’s grave. And in a few days’ time the pigs intended to hold a memorial banquet in Boxer’s honour.",,,
animal_farm_008,animal_farm,,"It was announced that later, when bricks and timber had been purchased, a schoolroom would be built in the farmhouse garden. For the time being, the young pigs were given their instruction by Napoleon himself in the farmhouse kitchen. They took their exercise in the garden, and were discouraged from playing with the other young animals. About this time, too, it was laid down as a rule that when a pig and any other animal met on the path, the other animal must stand aside: and also that all pigs, of whatever degree, were to have the privilege of wearing green ribbons on their tails on Sundays. The farm had had a fairly successful year, but was still short of money.",,,
animal_farm_009,animal_farm,,"Rumours of a wonderful farm, where the human beings had been turned out and the animals managed their own affairs, continued to circulate in vague and distorted forms, and throughout that year a wave of rebelliousness ran through the countryside. Bulls which had always been tractable suddenly turned savage, sheep broke down hedges and devoured the clover, cows kicked the pail over, hunters refused their fences and shot their riders on to the other side. Above all, the tune and even the words of “Beasts of England” were known everywhere. It had spread with astonishing speed. The human beings could not contain their rage when they heard this song, though they pretended to think it merely ridiculous. They could not understand, they said, how even animals could bring themselves to sing such contemptible rubbish. Any animal caught singing it was given a flogging on the spot.",,,
animal_farm_010,animal_farm,,"And the news soon leaked out that every pig was now receiving a ration of a pint of beer daily, with half a gallon for Napoleon himself, which was always served to him in the Crown Derby soup tureen. But if there were hardships to be borne, they were partly offset by the fact that life nowadays had a greater dignity than it had had before. There were more songs, more speeches, more processions. Napoleon had commanded that once a week there should be held something called a Spontaneous Demonstration, the object of which was to celebrate the struggles and triumphs of Animal Farm. At the appointed time the animals would leave their work and march round the precincts of the farm in military formation, with the pigs leading, then the horses, then the cows, then the sheep, and then the poultry.",,,
animal_farm_000,animal_farm,,"Had I a sucking-pig, Ere he had grown as bi g Even as a pint bottle or as a rolling-pin, He should have learned to be Faithful and true to thee, Yes, his first squeak should be “Comrade Napoleon!” Napoleon approved of this poem and caused it to be inscribed on the wall of the big barn, at the opposite end from the Seven Commandments. It was surmounted by a portrait of Napoleon, in profile, executed by Squealer in white paint. Meanwhile, through the agency of Whymper, Napoleon was engaged in complicated negotiations with Frederick and Pilkington. The pile of timber was still unsold. Of the two, Frederick was the more anxious to get hold of it, but he would not offer a reasonable price.",,,
animal_farm_001,animal_farm,,"Then a goose came forward and confessed to having secreted six ears of corn during the last year’s harvest and eaten them in the night. Then a sheep confessed to having urinated in the drinking pool—urged to do this, so she said, by Snowball—and two other sheep confessed to having murdered an old ram, an especially devoted follower of Napoleon, by chasing him round and round a bonfire when he was suffering from a cough. They were all slain on the spot. And so the tale of confessions and executions went on, until there was a pile of corpses lying before Napoleon’s feet and the air was heavy with the smell of blood, which had been unknown there since the expulsion of Jones. When it was all over, the remaining animals, except for the pigs and dogs, crept away in a body.",,,
animal_farm_002,animal_farm,,"Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement. Their relations with the human race were now not quite the same as they had been before. The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever. Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure. They would meet in the public-houses and prove to one another by means of diagrams that the windmill was bound to fall down, or that if it did stand up, then that it would never work.",,,
animal_farm_003,animal_farm,,"As for the dogs, when they grow old and toothless, Jones ties a brick round their necks and drowns them in the nearest pond. “Is it not crystal clear, then, comrades, that all the evils of this life of ours spring from the tyranny of human beings? Only get rid of Man, and the produce of our labour would be our own. Almost overnight we could become rich and free. Why, work night and day, body and soul, for the overthrow of the human race! That is my message to you, comrades: Rebellion! I do not know when that Rebellion will come, it might be in a week or in a hundred years, but I know, as surely as I see this straw beneath my feet, that sooner or later justice will be done. Fix your eyes on that, comrades, throughout the short remainder of your lives!",,,
animal_farm_004,animal_farm,,"They had been warned earlier that this sacrifice might be necessary, but had not believed that it would really happen. They were just getting their clutches ready for the spring sitting, and they protested that to take the eggs away now was murder. For the first time since the expulsion of Jones, there was something resembling a rebellion. Led by three young Black Minorca pullets, the hens made a determined effort to thwart Napoleon’s wishes. Their method was to fly up to the rafters and there lay their eggs, which smashed to pieces on the floor. He ordered the hens’ rations to be stopped, and decreed that any animal giving so much as a grain of corn to a hen should be punished by death. The dogs saw to it that these orders were carried out.",,,
animal_farm_006,animal_farm,,"It now appeared that Snowball was not, after all, hiding on Pinchfield Farm, and in fact had never been there in his life: he was living—in considerable luxury, so it was said—at Foxwood, and had in reality been a pensioner of Pilkington for years past. The pigs were in ecstasies over Napoleon’s cunning. By seeming to be friendly with Pilkington he had forced Frederick to raise his price by twelve pounds. But the superior quality of Napoleon’s mind, said Squealer, was shown in the fact that he trusted nobody, not even Frederick. Frederick had wanted to pay for the timber with something called a cheque, which, it seemed, was a piece of paper with a promise to pay written upon it. But Napoleon was too clever for him. He had demanded payment in real five-pound notes, which were to be handed over before the timber was removed.",,,
animal_farm_007,animal_farm,,"And when Squealer went on to give further graphic details of Boxer’s death-bed, the admirable care he had received, and the expensive medicines for which Napoleon had paid without a thought as to the cost, their last doubts disappeared and the sorrow that they felt for their comrade’s death was tempered by the thought that at least he had died happy. Napoleon himself appeared at the meeting on the following Sunday morning and pronounced a short oration in Boxer’s honour. It had not been possible, he said, to bring back their lamented comrade’s remains for interment on the farm, but he had ordered a large wreath to be made from the laurels in the farmhouse garden and sent down to be placed on Boxer’s grave. And in a few days’ time the pigs intended to hold a memorial banquet in Boxer’s honour.",,,
animal_farm_008,animal_farm,,"It was announced that later, when bricks and timber had been purchased, a schoolroom would be built in the farmhouse garden. For the time being, the young pigs were given their instruction by Napoleon himself in the farmhouse kitchen. They took their exercise in the garden, and were discouraged from playing with the other young animals. About this time, too, it was laid down as a rule that when a pig and any other animal met on the path, the other animal must stand aside: and also that all pigs, of whatever degree, were to have the privilege of wearing green ribbons on their tails on Sundays. The farm had had a fairly successful year, but was still short of money.",,,
animal_farm_009,animal_farm,,"Rumours of a wonderful farm, where the human beings had been turned out and the animals managed their own affairs, continued to circulate in vague and distorted forms, and throughout that year a wave of rebelliousness ran through the countryside. Bulls which had always been tractable suddenly turned savage, sheep broke down hedges and devoured the clover, cows kicked the pail over, hunters refused their fences and shot their riders on to the other side. Above all, the tune and even the words of “Beasts of England” were known everywhere. It had spread with astonishing speed. The human beings could not contain their rage when they heard this song, though they pretended to think it merely ridiculous. They could not understand, they said, how even animals could bring themselves to sing such contemptible rubbish. Any animal caught singing it was given a flogging on the spot.",,,
animal_farm_010,animal_farm,,"And the news soon leaked out that every pig was now receiving a ration of a pint of beer daily, with half a gallon for Napoleon himself, which was always served to him in the Crown Derby soup tureen. But if there were hardships to be borne, they were partly offset by the fact that life nowadays had a greater dignity than it had had before. There were more songs, more speeches, more processions. Napoleon had commanded that once a week there should be held something called a Spontaneous Demonstration, the object of which was to celebrate the struggles and triumphs of Animal Farm. At the appointed time the animals would leave their work and march round the precincts of the farm in military formation, with the pigs leading, then the horses, then the cows, then the sheep, and then the poultry.",,,
animal_farm_000,animal_farm,,"Had I a sucking-pig, Ere he had grown as bi g Even as a pint bottle or as a rolling-pin, He should have learned to be Faithful and true to thee, Yes, his first squeak should be “Comrade Napoleon!” Napoleon approved of this poem and caused it to be inscribed on the wall of the big barn, at the opposite end from the Seven Commandments. It was surmounted by a portrait of Napoleon, in profile, executed by Squealer in white paint. Meanwhile, through the agency of Whymper, Napoleon was engaged in complicated negotiations with Frederick and Pilkington. The pile of timber was still unsold. Of the two, Frederick was the more anxious to get hold of it, but he would not offer a reasonable price.",,,
